code," eng_desc"," viet_desc"," image"," alternative_code"
BC011R,"STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 115 mm (4 1/2""), square finger rings","Kéo phẫu tích Stevens, mảnh, cong, mũi tù/tù, cán lớn, dài 115mm",https://products.api.bbraun.io/api/image/BC011R?countryISOCode=01,11-683-11-07
BC015R,"REYNOLDS-JAMESON Dissecting Scissors, curved, delicate pattern, blunt/blunt, 140 mm (5 1/2""), large rings","Kéo phẫu tích Reynolds-Jameson, mảnh, cong, mũi tù/tù, cán lớn, dài 140mm",https://products.api.bbraun.io/api/image/BC015R?countryISOCode=01,11-367-14-07
BC017R,"Delicate Scissors, curved, delicate pattern, sharp/sharp, 140 mm (5 1/2""), large rings","Kéo phẫu tích, mảnh, cong, mặt ngoài lưỡi hơi sắc, mũi nhọn/nhọn, cán lớn, dài 140mm",https://products.api.bbraun.io/api/image/BC017R?countryISOCode=01,11-301-15-07
BC020R,"Dissecting Scissors (Strabismus Scissors), straight, delicate pattern, blunt/blunt, 115 mm (4 1/2""), square finger rings","Kéo phẫu tích, mảnh, thẳng, mũi tù/tù, cán lớn, dài 115mm",https://products.api.bbraun.io/api/image/BC020R?countryISOCode=01,11-690-11-07
BC021R,"Dissecting Scissors (Strabismus Scissors), curved, delicate pattern, blunt/blunt, 115 mm (4 1/2""), square finger rings","Kéo phẫu tích, mảnh, cong, mũi tù/tù, cán lớn, dài 115mm",https://products.api.bbraun.io/api/image/BC021R?countryISOCode=01,11-691-11-07
BC022R,"METZENBAUM (BABY) Dissecting Scissors, straight, delicate pattern, blunt/blunt, 145 mm (5 3/4""), square finger rings","Kéo phẫu tích Metzenbaum, mảnh, thẳng, mũi tù/tù, cán lớn, dài 145mm",https://products.api.bbraun.io/api/image/BC022R?countryISOCode=01,11-250-14-07
BC023R,"METZENBAUM (BABY) Dissecting Scissors, curved, delicate pattern, blunt/blunt, 145 mm (5 3/4""), square finger rings","Kéo phẫu tích Metzenbaum, mảnh, cong, mũi tù/tù, cán lớn, dài 145mm",https://products.api.bbraun.io/api/image/BC023R?countryISOCode=01,11-255-14-07
BC026R,"RAGNELL Dissecting Scissors (Undermining Scissors), straight, delicate pattern, special flat blunt tip, 135 mm (5 1/4""), large rings","Kéo phẫu tích Ragnell, mảnh, thẳng, đầu dẹt, mũi dẹt tù, cán lớn, dài 135mm",https://products.api.bbraun.io/api/image/BC026R?countryISOCode=01,99-999-99-99
BC027R,"RAGNELL Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 135 mm (5 1/4""), large rings","Kéo phẫu tích Ragnell, mảnh, cong, đầu dẹt, mũi dẹt tù, cán lớn, dài 135mm",https://products.api.bbraun.io/api/image/BC027R?countryISOCode=01,11-359-12-07
BC029R,"RAGNELL Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 150 mm (6""), large rings","Kéo phẫu tích Ragnell, mảnh, cong, đầu dẹt, mũi dẹt tù, cán lớn, dài 150mm",https://products.api.bbraun.io/api/image/BC029R?countryISOCode=01,11-359-15-07
BC030R,"Delicate Scissors (Vascular Scissors), straight, 1 blade probe pointed, 120 mm (4 3/4"")","Kéo vi phẫu mạch máu, mảnh, thẳng, một đầu thăm, dài 120mm",https://products.api.bbraun.io/api/image/BC030R?countryISOCode=01,11-420-11-07
BC033R,"Delicate Scissors (Strabismus Scissors), angled to side, 2 blades probe pointed, 115 mm (4 1/2"")","Kéo phẫu tích, mảnh, gập góc bên, hai đầu thăm, dài 115mm",https://products.api.bbraun.io/api/image/BC033R?countryISOCode=01,09-000-04-07
BC034R,"Delicate Scissors (Vascular Scissors), straight, 1 blade with probe tip, 145 mm (5 3/4"")","Kéo vi phẫu mạch máu, mảnh, thẳng, một đầu thăm, dài 145mm",https://products.api.bbraun.io/api/image/BC034R?countryISOCode=01,99-999-99-99
BC050R,"Delicate Scissors (Iris Scissors), straight, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC050R?countryISOCode=01,11-630-11-07
BC056R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 95 mm (3 3/4"")","Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 90mm",https://products.api.bbraun.io/api/image/BC056R?countryISOCode=01,54-378-10-07
BC057R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 95 mm (3 3/4"")","Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 90mm",https://products.api.bbraun.io/api/image/BC057R?countryISOCode=01,54-379-10-07
BC058R,None,None,None,11-321-10-07
BC060R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 105mm",https://products.api.bbraun.io/api/image/BC060R?countryISOCode=01,11-620-10-07
BC061R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 105mm",https://products.api.bbraun.io/api/image/BC061R?countryISOCode=01,11-621-10-07
BC064R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 120 mm (4 3/4"")","Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 120mm",https://products.api.bbraun.io/api/image/BC064R?countryISOCode=01,11-640-12-07
BC065R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 120 mm (4 3/4"")","Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 120mm",https://products.api.bbraun.io/api/image/BC065R?countryISOCode=01,11-641-12-07
BC100R,"Delicate Scissors (Iris Scissors), straight, sharp/sharp, 90 mm (3 1/2"")","Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 90mm",https://products.api.bbraun.io/api/image/BC100R?countryISOCode=01,11-618-08-07
BC101R,"Delicate Scissors (Iris Scissors), curved, sharp/sharp, 90 mm (3 1/2"")","Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 90mm",https://products.api.bbraun.io/api/image/BC101R?countryISOCode=01,11-621-10-07
BC106R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 115 mm (4 1/2"")","Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 115mm",https://products.api.bbraun.io/api/image/BC106R?countryISOCode=01,11-630-11-07
BC107R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 115 mm (4 1/2"")","Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 115mm",https://products.api.bbraun.io/api/image/BC107R?countryISOCode=01,11-631-11-07
BC110R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC110R?countryISOCode=01,11-630-11-07
BC110SU,"SUSI® Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4""), sterile, disposable","KÉO PHẪU TÍCH SUSI, MẢNH, THẲNG, SẮC/SẮC, DÀI 110MM",https://products.api.bbraun.io/api/image/BC110SU?countryISOCode=01,99-999-99-99
BC111R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC111R?countryISOCode=01,11-621-10-07
BC112R,"Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/blunt, 110 mm (4 1/4"")","Kéo phẫu tích, thẳng, mũi nhọn/tù, dài 110mm",https://products.api.bbraun.io/api/image/BC112R?countryISOCode=01,09-000-00-07
BC113R,"Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/blunt, 110 mm (4 1/4"")","Kéo phẫu tích, cong, mũi nhọn/tù, dài 110mm",https://products.api.bbraun.io/api/image/BC113R?countryISOCode=01,11-587-12-07
BC117R,"Delicate Scissors (Iris Scissors), angled to side, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích, gập góc bên, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC117R?countryISOCode=01,11-635-11-07
BC130R,"Delicate Scissors (Iris Scissors), straight, sharp/sharp, 120 mm (4 3/4"")","Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 120mm",https://products.api.bbraun.io/api/image/BC130R?countryISOCode=01,11-584-12-07
BC131R,"Delicate Scissors (Iris Scissors), curved, sharp/sharp, 120 mm (4 3/4"")","Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 120mm",https://products.api.bbraun.io/api/image/BC131R?countryISOCode=01,11-589-12-07
BC135R,"Delicate Scissors (Iris Scissors), curved, blunt/blunt, 120 mm (4 3/4"")","Kéo phẫu tích, cong, mũi tù/tù, dài 120mm",https://products.api.bbraun.io/api/image/BC135R?countryISOCode=01,11-105-11-07
BC140R,"Delicate Scissors (Iris Scissors), straight, sharp/sharp, 130 mm (5 1/8"")","Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 130mm",https://products.api.bbraun.io/api/image/BC140R?countryISOCode=01,11-340-14-07
BC141R,"Delicate Scissors (Iris Scissors), curved, sharp/sharp, 130 mm (5 1/8"")","Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 130mm",https://products.api.bbraun.io/api/image/BC141R?countryISOCode=01,11-341-14-07
BC144R,"Delicate Scissors (Iris Scissors), straight, blunt/blunt, 130 mm (5 1/8"")","Kéo phẫu tích, thẳng, mũi tù/tù, dài 130mm",https://products.api.bbraun.io/api/image/BC144R?countryISOCode=01,11-105-13-07
BC145R,"Delicate Scissors (Iris Scissors), curved, blunt/blunt, 130 mm (5 1/8"")","Kéo phẫu tích, cong, mũi tù/tù, dài 130mm",https://products.api.bbraun.io/api/image/BC145R?countryISOCode=01,11-125-14-07
BC153R,"CHADWICK Delicate Scissors, strongly curved, sharp/sharp, 115 mm (4 1/2"")","Kéo phẫu tích Chadwick, mảnh, cong nhiều, mũi nhọn/nhọn, dài 115mm",https://products.api.bbraun.io/api/image/BC153R?countryISOCode=01,99-999-99-99
BC154R,"LA GRANGE Delicate Scissors, curved, S-shaped, serrated (one blade), sharp/sharp, 115 mm (4 1/2"")","Kéo phẫu tích La Grange, cong hình chữ S, một lưỡi có khía, mũi nhọn/nhọn, dài 115mm",https://products.api.bbraun.io/api/image/BC154R?countryISOCode=01,11-593-11-07
BC156R,"JOSEPH Dissecting Scissors, straight, delicate pattern, sharp/sharp, 150 mm (6"")","Kéo phẫu tích Joseph, mảnh, thẳng, mũi nhọn/nhọn, dài 150mm",https://products.api.bbraun.io/api/image/BC156R?countryISOCode=01,11-350-14-07
BC157R,"JOSEPH Dissecting Scissors, curved, delicate pattern, sharp/sharp, 150 mm (6"")","Kéo phẫu tích Joseph, mảnh, cong, mũi nhọn/nhọn, dài 150mm",https://products.api.bbraun.io/api/image/BC157R?countryISOCode=01,11-351-14-07
BC160R,"KELLY Dissecting Scissors, straight, sharp/sharp, 175 mm (6 7/8"")","Kéo phẫu tích Kelly, thẳng, mũi nhọn/nhọn, dài 175mm",https://products.api.bbraun.io/api/image/BC160R?countryISOCode=01,11-226-16-07
BC161R,"KELLY Dissecting Scissors, curved, sharp/sharp, 175 mm (6 7/8"")","Kéo phẫu tích Kelly, cong, mũi nhọn/nhọn, dài 175mm",https://products.api.bbraun.io/api/image/BC161R?countryISOCode=01,11-227-16-07
BC162R,"KILNER Dissecting Scissors, straight, delicate pattern, sharp/sharp, 115 mm (4 1/2"")","Kéo phẫu tích Kilner, mảnh, thẳng, mũi nhọn/nhọn, dài 115mm",https://products.api.bbraun.io/api/image/BC162R?countryISOCode=01,11-594-11-07
BC163R,"LITTLER Dissecting Scissors, curved, delicate pattern, blunt/blunt, 115 mm (4 1/2"")","Kéo phẫu tích Littler, cong, mũi tù/tù, đầu có lỗ luồn chỉ, dài 115mm",https://products.api.bbraun.io/api/image/BC163R?countryISOCode=01,11-508-12-07
BC164R,"Dissecting Scissors (Strabismus Scissors), straight, delicate pattern, blunt/blunt, 115 mm (4 1/2"")","Kéo phẫu tích, mảnh, thẳng, mũi tù/tù, dài 115mm",https://products.api.bbraun.io/api/image/BC164R?countryISOCode=01,11-690-11-07
BC165R,"Dissecting Scissors (Strabismus Scissors), curved, delicate pattern, blunt/blunt, 115 mm (4 1/2"")","Kéo phẫu tích, mảnh, cong, mũi tù/tù, dài 115mm",https://products.api.bbraun.io/api/image/BC165R?countryISOCode=01,11-691-11-07
BC166R,"KILNER Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 125 mm (5"")","Kéo phẫu tích Kilner, mảnh, cong, đầu mảnh, mũi tù/tù, dài 125mm",https://products.api.bbraun.io/api/image/BC166R?countryISOCode=01,11-359-12-07
BC168R,"KILNER Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 150 mm (6"")","Kéo phẫu tích Kilner, mảnh, cong, đầu mảnh, mũi tù/tù, dài 150mm",https://products.api.bbraun.io/api/image/BC168R?countryISOCode=01,11-359-15-07
BC170R,"STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích Stevens, thẳng, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC170R?countryISOCode=01,11-680-11-07
BC171R,"STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích Stevens, cong, mũi nhọn/nhọn, dài 110mm",https://products.api.bbraun.io/api/image/BC171R?countryISOCode=01,11-681-11-07
BC172R,"STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, blunt/blunt, 110 mm (4 1/4"")","Kéo phẫu tích Stevens, thẳng, mũi tù/tù, dài 110mm",https://products.api.bbraun.io/api/image/BC172R?countryISOCode=01,11-682-11-07
BC173R,"STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 110 mm (4 1/4"")","Kéo phẫu tích Stevens, cong, mũi tù/tù, dài 110mm",https://products.api.bbraun.io/api/image/BC173R?countryISOCode=01,11-683-11-07
BC175R,"JAMESON-WERBER Dissecting Scissors, curved, delicate pattern, blunt/blunt, 130 mm (5 1/8"")","Kéo phẫu tích Jameson-Werber, mảnh, cong, mũi tù/tù, dài 130mm",https://products.api.bbraun.io/api/image/BC175R?countryISOCode=01,11-567-13-07
BC177R,"JAMESON Dissecting Scissors, curved, delicate pattern, blunt/blunt, 150 mm (6"")","Kéo phẫu tích Jameson, mảnh, cong, mũi tù/tù, dài 150mm",https://products.api.bbraun.io/api/image/BC177R?countryISOCode=01,11-367-14-07
BC178R,"POTTS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 175 mm (6 7/8"")","Kéo phẫu tích gân Potts, mảnh, cong, mũi tù/tù, dài 175mm",https://products.api.bbraun.io/api/image/BC178R?countryISOCode=01,11-365-18-07
BC180R,"REYNOLDS Dissecting Scissors, curved, delicate pattern, blunt/blunt, 145 mm (5 3/4"")","Kéo phẫu tích Reynolds, mảnh, cong, mũi tù/tù, dài 145mm",https://products.api.bbraun.io/api/image/BC180R?countryISOCode=01,11-365-15-07
BC181R,"REYNOLDS Dissecting Scissors, curved, delicate pattern, blunt/blunt, 175 mm (6 7/8"")","Kéo phẫu tích Reynolds, mảnh, cong, mũi tù/tù, dài 175mm",https://products.api.bbraun.io/api/image/BC181R?countryISOCode=01,11-365-18-07
BC184R,"GORNEY Dissecting Scissors (Facelift Scissors), straight, serrated (inside fine), blunt/blunt, 125 mm (5"")","Kéo phẫu tích Gorney, thẳng, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 125mm",https://products.api.bbraun.io/api/image/BC184R?countryISOCode=01,11-306-12-07
BC186R,"STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, sharp/sharp, 100 mm (4""), ring handle","Kéo phẫu tích Stevens, mảnh, thẳng, mũi nhọn/nhọn, cán mảnh, dài 100mm",https://products.api.bbraun.io/api/image/BC186R?countryISOCode=01,11-680-11-07
BC187R,"STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, sharp/sharp, 100 mm (4""), ring handle","Kéo phẫu tích Stevens, mảnh, cong, mũi nhọn/nhọn, cán mảnh, dài 100mm",https://products.api.bbraun.io/api/image/BC187R?countryISOCode=01,11-801-10-07
BC188R,"GORNEY Dissecting Scissors (Facelift Scissors), straight, serrated (inside fine), blunt/blunt, 195 mm (7 3/4"")","Kéo phẫu tích Gorney, thẳng, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 195mm",https://products.api.bbraun.io/api/image/BC188R?countryISOCode=01,11-306-19-07
BC189R,"GORNEY Dissecting Scissors (Facelift Scissors), curved, serrated (inside fine), blunt/blunt, 195 mm (7 3/4"")","Kéo phẫu tích Gorney, cong, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 195mm",https://products.api.bbraun.io/api/image/BC189R?countryISOCode=01,11-307-19-07
BC194R,"STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, blunt/blunt, 125 mm (5"")","Kéo phẫu tích gân Stevens, thẳng, mũi tù/tù, dài 125mm",https://products.api.bbraun.io/api/image/BC194R?countryISOCode=01,11-682-11-07
BC195R,"STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 125 mm (5"")","Kéo phẫu tích gân Stevens, cong, mũi tù/tù, dài 125mm",https://products.api.bbraun.io/api/image/BC195R?countryISOCode=01,11-683-11-07
BC196R,"MORSE Dissecting Scissors, curved, delicate pattern, sharp/sharp, 175 mm (6 7/8"")","Kéo phẫu tích Morse, cong, mũi nhọn/nhọn, dài 175mm",https://products.api.bbraun.io/api/image/BC196R?countryISOCode=01,11-301-15-07
BC210B,"Noir® Delicate Scissors (Iris Scissors), straight, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích Noir TC, mảnh, thẳng, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC210B?countryISOCode=01,09-003-43-07
BC210R,"DUROTIP® Delicate Scissors (Iris Scissors), straight, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo Durotip TC, mảnh, thẳng, mũi nhọn/nhọn, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC210R?countryISOCode=01,11-982-11-07
BC211B,"Noir® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích Noir TC, mảnh, cong, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC211B?countryISOCode=01,09-003-45-07
BC211R,"DUROTIP® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")","Kéo Durotip TC, mảnh, cong, mũi nhọn/nhọn, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC211R?countryISOCode=01,11-983-11-07
BC211W,"DUROTIP® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, wave cut, sharp/sharp, 110 mm (4 1/4"")","Kéo Durotip TC, mảnh, cong, lưỡi gợn sóng, mũi nhọn/nhọn, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC211W?countryISOCode=01,09-002-87-07
BC211WB,"Noir® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, wave cut, sharp/sharp, 110 mm (4 1/4"")","Kéo phẫu tích Noir TC, mảnh, cong, lưỡi gợn sóng, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm",https://products.api.bbraun.io/api/image/BC211WB?countryISOCode=01,09-003-45-07
