code,viet,eng,alternative,brand
PG065,None,HOSE F/CO2 CENTR.GAS SUPPLY DISS/DISS 3M,99-999-99-99,B-Braun
PG066,None,DISS ADAPTER F/CENTRAL GAS SUPPLY,99-999-99-99,B-Braun
PG067,None,NIST ADAPTER F/CENTR.GAS SUPPLY F/PG150,99-999-99-99,B-Braun
PG068,None,SWITCH VALVE,99-999-99-99,B-Braun
PG073SU,"Bộ ống bơm tưới PVC, sử dụng 1 lần, có hai đầu dẫn dịch vào, hộp 10 chiếc, sử dụng cùng PG055; PG070",None,99-999-99-99,B-Braun
PG074SU,None,SUCTION/IRRIGATION TUBE W/HANDLE SPIKE,99-999-99-99,B-Braun
PG077,"Thanh gắn tiêu chuẩn, dài 430mm, khối lượng cho phép 15kg, sử dụng cùng PV880; PV881; PV890; PV891",None,99-999-99-99,B-Braun
PG080,Máy bơm khí CO2 40 lít/phút tích hợp chức năng làm ấm,None,99-999-99-99,B-Braun
PG082,"Dây dẫn áp lực cao khí CO2 vào ổ bụng, có bộ phận làm ấm khí",None,99-999-99-99,B-Braun
PG083,"Đầu nối Nist dùng cấp khí trung tâm, sử dụng cùng PG083; PG084; PG80; PG081",None,99-999-99-99,B-Braun
PG084,"Ống chịu áp suất cao Nist/DIN dùng cấp khí trung tâm, dài 3m, sử dụng cùng PG082; PG80; PG081",None,99-999-99-99,B-Braun
PG085,"Ống chịu áp suất cao Nist/DIN dùng cấp khí trung tâm, dài 5m, sử dụng cùng PG082; PG80; PG081",None,99-999-99-99,B-Braun
PG091,None,HOSE F/CO2 CENTRAL GAS SUPPLY DIN/US 5M,99-999-99-99,B-Braun
PG092,None,HOSE F/CO2 CENTRAL GAS SUPPLY NF/US 5M,99-999-99-99,B-Braun
PG093,None,HOSE F/CO2 CENTRAL GAS SUPPLY UNI/US 5M,99-999-99-99,B-Braun
PG094,None,HOSE F/CO2 CENTRAL GAS SUPPLY AGA/US 5M,99-999-99-99,B-Braun
PG096SU,None,DISPOS.HEATING TUBE SET F/INSUFFLATION,99-999-99-99,B-Braun
PG097,"Dây dẫn CO2 vào ổ bụng, có bộ phận sưởi ấm khí",None,99-999-99-99,B-Braun
PG106,"Cassette lọc hút khói, hộp 30 cái",None,99-999-99-99,B-Braun
PG107SU,"Bộ dây hút khói dùng một lần, hộp 10 cái",None,99-999-99-99,B-Braun
PG122SU,None,SINGLE USE IRRIG.SET SPIKES HANDPIECE,99-999-99-99,B-Braun
PG123SU,None,SINGLE USE IRRIG.SET CARE LOCK HANDPIECE,99-999-99-99,B-Braun
PG124,Bàn đạp điều khiển chức năng bơm tưới/hút,None,99-999-99-99,B-Braun
PG130,Máy bơm tưới rửa đa năng,None,99-999-99-99,B-Braun
PG131,"Dây bơm tưới có khóa, bằng silicon, sử dụng nhiều lần, dùng cho máy PG145",None,99-999-99-99,B-Braun
PG132SU,"Clip kẹp mạch máu 2 thì titanium, loại trung bình-lớn, màu xanh lá cây, kích thước 8,1mm x 7,9mm, hộp 20 vỉ, mỗi vỉ 6 cái, cơ chế đóng đầu clip trước",None,99-999-99-99,B-Braun
PG133SU,None,SINGLE USE IRRIG.SET LUER LOCK CARE LOCK,99-999-99-99,B-Braun
PG134SU,None,SINGLE USE DAILY PATIENT SET LUER SPIKE,99-999-99-99,B-Braun
PG135SU,None,SINGLE USE DAILY PATIENT SET CARE LOCK,99-999-99-99,B-Braun
PG136,None,DAILY IRRIG.SET LUER LOCK SPIKE,99-999-99-99,B-Braun
PG137,None,DAILY IRRIG.SET LUER LOCK CARE LOCK,99-999-99-99,B-Braun
PG138SU,None,SINGLE USE Y-TUBE FOR ARTHROSCOPY,99-999-99-99,B-Braun
PG139,None,VACUUM TUBE WITH FILTER,99-999-99-99,B-Braun
PG140,Bộ tách sóng tín hiệu kích hoạt chế độ bơm tưới dùng trong phẫu thuật nội soi tổng quát,None,99-999-99-99,B-Braun
PG141,Bộ tách sóng tín hiệu kích hoạt chế độ bơm tưới dùng trong phẫu thuật nội soi khớp,None,99-999-99-99,B-Braun
PG142,Bộ tách sóng tín hiệu kích hoạt chế độ bơm tưới dùng trong phẫu thuật nội soi sản phụ khoa,None,99-999-99-99,B-Braun
PG143,Bộ tách sóng tín hiệu kích hoạt chế độ bơm tưới dùng trong phẫu thuật nội soi niệu khoa,None,99-999-99-99,B-Braun
PG144,None,DIGITAL DIFFERENCE-IN-VOLUME SCALE,99-999-99-99,B-Braun
PG145,Máy bơm tưới và hút đa năng dùng trong phẫu thuật nội soi,None,99-999-99-99,B-Braun
PG150,"Máy bơm CO2 với tốc độ bơm 50 lít/phút, có chức năng sưởi ấm, có chức năng hút khói",None,99-999-99-99,B-Braun
PL100R,"Kẹp sử dụng trong chụp Xquang ống mật, thẳng, màu xám, dài 330mm, đường kính 5mm, đường kính trong 1,80mm",None,99-999-99-99,B-Braun
PL162R,"Dụng cụ đóng lỗ Trocar thành bụng, đường kính 2.7mm,",None,99-999-99-99,B-Braun
PL170251,"Chốt kết nối tay cầm đơn cực Adtec®, hộp 5 cái",None,99-999-99-99,B-Braun
PL230R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đơn, đường kính 5mm, dài 360mm",None,99-999-99-99,B-Braun
PL231R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đơn, đường kính 5mm, dài 420mm",None,99-999-99-99,B-Braun
PL232R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đôi, đường kính 5mm, dài 360mm",None,99-999-99-99,B-Braun
PL233R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đôi, đường kính 5mm, dài 420mm",None,99-999-99-99,B-Braun
PL234R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đơn, đường kính 5mm, dài 360mm",None,99-999-99-99,B-Braun
PL235R,"Kẹp phẫu tích nội soi Adtec Sovereign hoàn chỉnh, có khóa trượt, ngàm hoạt động đôi, đường kính 5mm, dài 360mm",None,99-999-99-99,B-Braun
PL404R,"Kẹp mang kim Adtec TC hoàn chỉnh, thẳng, dài 370mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL405R,"Kẹp mang kim Adtec TC hoàn chỉnh, cong sang trái, dài 370mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL406R,"Dụng cụ gắp đe Adtec, dài 370mm, đường kính 10mm",None,99-999-99-99,B-Braun
PL407R,"Kẹp mang kim phẫu thuật nội soi Adtec, thẳng, đường kính 5mm, dài 310mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL408R,"Kẹp mang kim phẫu thuật nội soi Adtec, cong trái, đường kính 5mm, dài 310mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL409R,"Kẹp mang kim Adtec TC hoàn chỉnh, thẳng, ngàm có răng 2 x 3, dài 310mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL410R,"Kẹp mang kim Croce-Olmi Adtec TC hoàn chỉnh, thẳng, ngàm khuyết, dài 310mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL411R,"Kẹp mang kim Adtec TC hoàn chỉnh, thẳng, ngàm khuyết, dài 310mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL412R,"Kẹp mang kim Adtec TC hoàn chỉnh, cong sang trái, dài 310mm, đường kính 10mm",None,99-999-99-99,B-Braun
PL413R,"Kẹp mang kim phẫu thuật nội soi Adtec, cong phải, đường kính 5mm, dài 310mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL414R,"Kẹp mang kim Adtec hoàn chỉnh, thẳng, dài 310mm, đường kính 5mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL415R,"Kẹp mang kim Adtec TC hoàn chỉnh, cong sang phải, dài 370mm, đường kính 5mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL416R,"Kẹp mang kim Adtec TC hoàn chỉnh, thẳng, đường kính 5mm, dài 420mm",None,99-999-99-99,B-Braun
PL417R,"Kẹp mang kim Adtec TC hoàn chỉnh, ngàm cong sang trái, đường kính 5mm, dài 420mm",None,99-999-99-99,B-Braun
PL418R,"Kẹp mang kim PTNS Adtec mini, tay cầm dạng thẳng, chống mỏi, mũi thẳng, đường kính 3.5mm, dài 290mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL419R,"Kep mang kim nội soi Durogrip, 3.5mm, dài 200mm, tay cầm tròn một nấc bấm",None,99-999-99-99,B-Braun
PL430R,"Khoan u cơ, thẳng, dài 310mm, đường kính 5,0mm",None,99-999-99-99,B-Braun
PL431R,"Khoan u cơ, thẳng, dài 310mm, đường kính 8,0mm",None,99-999-99-99,B-Braun
PL432R,"Cây đẩy chỉ Kuthe, đường kính 5mm, dài 310mm",None,99-999-99-99,B-Braun
PL435R,"Cây thắt chỉ nội soi, tay cầm dạng thẳng, đường kính 3.5mm, dài 310mm.",None,99-999-99-99,B-Braun
PL450SU,None,DS-SINGLE FIRE LIG.CLIP S,99-999-99-99,B-Braun
PL452SU,None,DS-SINGLE FIRE LIG.CLIP S MULTI-PACK,99-999-99-99,B-Braun
PL453SU,None,DS-SINGLE FIRE LIG.CLIP SM,99-999-99-99,B-Braun
PL459SU,None,DS-SINGLE FIRE LIG.CLIP M,99-999-99-99,B-Braun
PL462SU,None,DS-SINGLE FIRE LIG.CLIP ML,99-999-99-99,B-Braun
PL465SU,None,DS-SINGLE FIRE LIG.CLIP ML W/LATCH,99-999-99-99,B-Braun
PL468SU,None,DS-SINGLE FIRE LIG.CLIP L,99-999-99-99,B-Braun
PL471SU,None,DS-SINGLE FIRE LIG.CLIP L W/LATCH,99-999-99-99,B-Braun
PL475SU,None,DS-SINGLE FIRE LIG.CLIP XL W/LATCH,99-999-99-99,B-Braun
PL503R,"Kềm kẹp Clip loại trung bình - lớn, 10mm, dài 330mm, tay cầm có vòng nhận biết màu xanh lá, sử dụng cho clip PL568T",None,99-999-99-99,B-Braun
PL504R,"Dụng cụ kẹp clip, cỡ trung bình, tay cầm có vòng nhận biết màu xanh da trời, đường kính 10mm, dài 330mm, sử dụng cho clip PL567T",None,99-999-99-99,B-Braun
PL506R,"Dụng cụ kẹp clip Challenger TI, đường kính 10mm, dài 370mm, bao gồm PL510R, PL536R,sử dụng cho clip PL569T",None,99-999-99-99,B-Braun
PL508R,"Dụng cụ kẹp clip Challenger TI, đường kính 10mm, dài 260mm, bao gồm PL510R, PL538R, sử dụng cho clip PL569T",None,99-999-99-99,B-Braun
PL510R,"Tay cầm cho dụng cụ kẹp clip Challenger TI, đường kính 10mm, dài 260mm, sử dụng cùng PL536R; PL538R; PL522R",None,99-999-99-99,B-Braun
PL512R,"Dụng cụ kẹp clip Challenger TI, đường kính 5mm, dài 310mm, bao gồm PL510R, PL522R, sử dụng cho clip PL572T",None,99-999-99-99,B-Braun
PL520R,None,CHALLENGER TI-P HANDLE,99-999-99-99,B-Braun
PL522R,"Thân dụng cụ kẹp clip Challenger TI, đường kính 5mm, dài 310mm, sử dụng cùng PL510R, PL522R",None,99-999-99-99,B-Braun
PL528R,"Kềm kẹp Clip loại lớn, 12mm, dài 330mm, tay cầm có vòng nhận biết màu cam, sử dụng cho clip PL561T",None,99-999-99-99,B-Braun
PL530R,"Dụng cụ tháo/lắp clip, dài 350mm, đường kính ngàm 12,50mm, sử dụng cùng PL541S, PL542S, PL543S, PL544S, PL545S, PL546S, PL547S, PL548S, PL549S",None,99-999-99-99,B-Braun
PL531R,"Dụng cụ tháo/lắp clip, dài 350mm, đường kính ngàm 12,50mm, sử dụng cùng PL541S, PL542S, PL543S, PL544S, PL545S, PL546S, PL547S, PL548S, PL549S",None,99-999-99-99,B-Braun
PL536R,"Thân cho dụng cụ kẹp clip Challenger TI, đường kính 10mm, dài 370mm, sử dụng cùng PL510R, PL569R",None,99-999-99-99,B-Braun
PL538R,"Thân dụng cụ kẹp clip Challenger TI, đường kính 10mm, dài 260mm, sử dụng cùng PL510R, PL569R",None,99-999-99-99,B-Braun
PL541S,"Kẹp ruột Bulldog, thẳng, màu vàng, dài 70mm, lực đóng 3.94N",None,99-999-99-99,B-Braun
PL542S,"Kẹp tĩnh mạch không chấn thương, thẳng, ngàm có răng Đức Bakey, cán vàng, ngàm dài 25mm, lực đóng 2,45N",None,99-999-99-99,B-Braun
PL543S,"Kẹp tĩnh mạch không chấn thương, thẳng, ngàm có răng Đức Bakey, cán vàng, ngàm dài 45mm, lực đóng 2,94N",None,99-999-99-99,B-Braun
PL544S,"Kẹp động mạch không chấn thương, thẳng, ngàm có răng Đức Bakey, ngàm dài 25mm, lực đóng 3,43N",None,99-999-99-99,B-Braun
PL545S,"Kẹp động mạch không chấn thương, thẳng, ngàm có răng Đức Bakey, ngàm dài 45mm, lực đóng 4,41N",None,99-999-99-99,B-Braun
PL546S,"Kẹp tĩnh mạch không chấn thương, cong, ngàm có răng Đức Bakey, cán vàng, ngàm dài 25mm, lực đóng 2,45N",None,99-999-99-99,B-Braun
PL547S,"Kẹp tĩnh mạch không chấn thương, cong, ngàm có răng Đức Bakey, cán vàng, ngàm dài 45mm, lực đóng 2,94N",None,99-999-99-99,B-Braun
PL548S,"Kẹp động mạch không chấn thương, congg, ngàm có răng Đức Bakey, ngàm dài 25mm, lực đóng 3,43N",None,99-999-99-99,B-Braun
PL549S,"Kẹp động mạch không chấn thương, cong, ngàm có răng Đức Bakey, ngàm dài 45mm, lực đóng 4,41N",None,99-999-99-99,B-Braun
PL561T,"Clip kẹp mạch máu 2 thì titanium, loại lớn, màu cam, kích thước 11mm x 10,7mm, hộp 20 vỉ, mỗi vỉ 6 cái, cơ chế đóng đầu clip trước, hộp 120 cái","Clip Removal Forceps, TC, straight, 170 mm (6 3/4""), used with PL567T, PL568T, PL565T, PL561T",99-999-99-99,B-Braun
PL565T,"Clip kẹp mạch máu 2 thì titanium, loại nhỏ, màu vàng, kích thước 4mm x 3,1mm, hộp 30 vỉ, mỗi vỉ 6 cái, cơ chế đóng đầu clip trước","Ligature Clip, single-fire, Size S, permanent, straight, titanium, jaw length: 3.10 mm, open. width: 4 mm, pack: 30 cartridges à 6 clips, sterile",99-999-99-99,B-Braun
PL566T,"Kẹp chỉ chất liệu Titan, loại nhỏ, màu vàng, kích thước 4mm x 3,1mm, hộp 8 băng 24 clip, sử dụng cùng FB222R; FB223 R; FB226R; FB224R; FB227R","Clip Applier Forceps, single-fire, Size S, yellow, angled, 25 °, 280 mm (11""), used with PL566T, PL565T",99-999-99-99,B-Braun
PL567T,"Clip kẹp mạch máu 2 thì titanium, loại trung bình, màu xanh dương, kích thước 6,2mm x 4,9mm, hộp 30 vỉ, mỗi vỉ 6 cái, cơ chế đóng đầu clip trước, hộp 180 cái","Clip Removal Forceps, TC, straight, 170 mm (6 3/4""), used with PL567T, PL568T, PL565T, PL561T",99-999-99-99,B-Braun
PL568T,"Clip kẹp mạch máu 2 thì titanium, loại trung bình-lớn, màu xanh lá cây, kích thước 8,1mm x 7,9mm, hộp 20 vỉ, mỗi vỉ 6 cái, cơ chế đóng đầu clip trước, hộp 120 cái","Clip Removal Forceps, TC, straight, 170 mm (6 3/4""), used with PL567T, PL568T, PL565T, PL561T",99-999-99-99,B-Braun
PL569T,"Kẹp clip chất liệu Titan, loại trung bình-lớn, hộp 12 băng, mỗi băng gồm 8 clip, sử dụng cùng PL506R; PL508R , hộp 96 cái",None,99-999-99-99,B-Braun
PL572T,"Clip mạch máu titan 2 thì, băng đạn liên tục Challenger Ti, cỡ nhỏ-trung bình, clip cuối cùng mã hóa màu, 12 băng đạn/hộp, 12 clip/băng đạn, hộp 144 clip.",None,99-999-99-99,B-Braun
PL574T,"Clip mạch máu titan 2 thì, băng đạn bắn liên tục Challenger Ti-P, cỡ nhỏ, Clip cuối cùng mã hóa màu, 12 băng đạn/Hộp, 12 clip/băng đạn, có kèm bình CO2 y tế",None,99-999-99-99,B-Braun
PL575SU,"Bình CO2 dùng cho băng đạn Clip Challenger TI-P, một hộp 3 cái",None,99-999-99-99,B-Braun
PL579T,"Clip mạch máu titan 2 thì, băng đạn liên tục Challenger Ti-P, cỡ trung bình-lớn, Clip cuối cùng mã hóa màu, 12 băng đạn/Hộp, 8 clip/băng đạn, có kèm bình CO2 y tế",None,99-999-99-99,B-Braun
PL593R,"Kẹp PTNS không chấn thương, lực đóng 5N",None,99-999-99-99,B-Braun
PL594R,None,ATR.CLIP STR.9.5MM 3.43N,99-999-99-99,B-Braun
PL595SU,"Móc treo dùng trong phẫu thuật nội soi, dùng với PL593R",None,99-999-99-99,B-Braun
PL600R,"Dụng cụ kẹp clip Challenger TI, đường kính 5mm, dài 205mm, bao gồm PL601R, PL602R, sử dụng cho clip PL572T",None,99-999-99-99,B-Braun
PL601R,"Thân dụng cụ kẹp clip Challenger TI, đường kính 5mm, dài 205mm, sử dụng cùng PL572T, PL602R",None,99-999-99-99,B-Braun
PL602R,"Tay cầm cho dụng cụ kẹp clip nội soi Challenger TI, đường kính 5mm, dài 205mm, chỉ dùng cho PL601R, sử dụng ccho clip PL572T",None,99-999-99-99,B-Braun
PL603R,None,MULTIF.CLIP APPL.TI-P 5/205MM F/SM-CLIPS,99-999-99-99,B-Braun
PL604R,"Kềm kẹp Clip băng đạn, dùng bình CO2, loại nhỏ, đường kính 5mm, dài 310mm",None,99-999-99-99,B-Braun
PL606R,"Kềm kẹp Clip băng đạn, dùng bình CO2, loại trung bình - lớn, đường kính 10mm, dài 370mm",None,99-999-99-99,B-Braun
PL608R,"Kềm kẹp Clip băng đạn, dùng bình CO2, loại trung bình - lớn, đường kính 10mm, dài 260mm",None,99-999-99-99,B-Braun
PL609R,"Thân kẹp đặt clip sử dụng khí nén Challenger TI-P, đường kính 5mm, dài 205mm, sử dụng cùng PL520R, PL574T",None,99-999-99-99,B-Braun
PL650R,"Ống giảm khẩu kính dùng cho trocar sử dụng nhiều lần, thẳng, màu xanh da trời, đường kính 5,5mm, đường kính trong 4mm, dài 150mm, sử dụng cùng EJ700R; EJ710R; EJ701R; RT096R; RT093R",None,99-999-99-99,B-Braun
PL651R,"Cây đẩy chỉ, đường kính 5mm, dài 330mm",None,99-999-99-99,B-Braun
PL657R,"Dụng cụ vén phẫu tích, dài 330mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL659R,"Dụng cụ vén phẫu tích, đầu hơi tù, dài 330mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL663R,"Dụng cụ vén màng phổi (Acc. to), đường kính 5mm, dài 310mm",None,99-999-99-99,B-Braun
PL680R,"Banh hình quạt, có 5 ngón, dài 400mm, đường kính 10mm",None,99-999-99-99,B-Braun
PL682R,"Banh tuyến tiền liệt, đường kính 10mm, dài 370mm",None,99-999-99-99,B-Braun
PL700,"Kéo phẫu tích Metzenbaum Adtec Single Use hoàn chỉnh, lưỡng cực, cong sang trái, mũi tù/tù, ngàm xoay được, cách điện, hoạt động đôi, dài 310mm, đường kính 5mm",None,99-999-99-99,B-Braun
PL701,"Ruột kẹp phẫu tích nội soi đơn cực sử dụng một lần Maryland Adtec Single Use hoàn chỉnh, cong, ngàm khuyết, hoạt động đôi, đường kính ngàm 5mm, dài 310mm, hộp 6 chiếc",None,99-999-99-99,B-Braun
PL702SU,None,MARYLAND DISP.GRASP.FCPS.BIPOLAR 5/310MM,99-999-99-99,B-Braun
PL703SU,None,MACRO DISP.GRASP.FCPS.BIPOLAR 5/310MM,99-999-99-99,B-Braun
PL720SU,None,CAIMAN DISP.INSTR.NON ARTICUL.D:5/360MM,99-999-99-99,B-Braun
PL730SU,None,CAIMAN DISP.INSTR.ARTICULAT.D:12/240MM,99-999-99-99,B-Braun
PL731SU,None,CAIMAN DISP.INSTR.ARTICULAT.D:12/440MM,99-999-99-99,B-Braun
PL738SU,None,CAIMAN DISP.INSTR.NON ARTICUL.D5/240MM,99-999-99-99,B-Braun
PL740SU,None,CAIMAN DISP.INSTR.NON ARTICUL.D5/360MM,99-999-99-99,B-Braun
PL741SU,None,CAIMAN DISP.INSTR.ARTICULAT.D5/360MM,99-999-99-99,B-Braun
PL742SU,None,CAIMAN DISP.INSTR.NON ARTICUL.D5/440MM,99-999-99-99,B-Braun
PL770SU,"Tay dao hàn mạch Caiman loại Maryland, đường kính 5mm, dài 360mm, Hộp 6 cái",None,99-999-99-99,B-Braun
PL775SU,"Tay dao hàn mạch Caiman loại Maryland, đường kính 5mm, dài 170mm, Hộp 6 cái",None,99-999-99-99,B-Braun
PL801R,None,DS-SINGLE FIRE LAP.APPLIER S 5/310MM,99-999-99-99,B-Braun
PL802R,None,DS-SINGLE FIRE LAP.APPLIER SM 5/310MM,99-999-99-99,B-Braun
PL806R,None,DS-SINGLE FIRE LAP.APPLIER M 10/310MM,99-999-99-99,B-Braun
PL807R,None,DS-SINGLE FIRE LAP.APPLIER ML 10/310MM,99-999-99-99,B-Braun
PL808R,None,DS-SINGLE FIRE LAP.APPLIER L 12/310MM,99-999-99-99,B-Braun
PL809R,None,DS-SINGLE FIRE LAP.APPLIER XL 12/310MM,99-999-99-99,B-Braun
PL816R,None,DS-SINGLE FIRE LAP.REM.FORC.M 10/310MM,99-999-99-99,B-Braun
PL817R,None,DS-SINGLE FIRE LAP.REM.FORC.ML 10/310MM,99-999-99-99,B-Braun
PL818R,None,DS-SINGLE FIRE LAP.REM.FORC.L 12/310MM,99-999-99-99,B-Braun
PL822R,None,DS-SINGLE FIRE LAP.APPLIER SM 5/420MM,99-999-99-99,B-Braun
PL826R,None,DS-SINGLE FIRE LAP.APPLIER M 10/420MM,99-999-99-99,B-Braun
PL827R,None,DS-SINGLE FIRE LAP.APPLIER ML 10/420MM,99-999-99-99,B-Braun
PL828R,None,DS-SINGLE FIRE LAP.APPLIER L 12/420MM,99-999-99-99,B-Braun
PL960R,"Bộ giá, miếng lót và khay lưới giữ dụng cụ nội soi và trocar chuyên dụng, kích thước 540 x 253 x 166mm",None,99-999-99-99,B-Braun
PL961R,"Giá giữ dụng cụ phẫu thuật nội soi, dùng cho dụng cụ MIS và trocar, cỡ chuẩn 1/1, kích thước 660 x 253 x 166 mm",None,99-999-99-99,B-Braun
PL963R,"Giá giữ dụng cụ phẫu thuật nội soi, loại chuẩn, kích thước 487 x 250 x 153 mm, dùng cùng thanh gắn JF906R và JF907R",None,99-999-99-99,B-Braun
PL964R,"Giá giữ dụng cụ phẫu thuật nội soi, loại dài, kích thước 587 x 250 x 153 mm, dùng cùng thanh trượt JF905",None,99-999-99-99,B-Braun
PM171R,"Kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Satinsky Adtec Vascular, gập góc, loại ngàm ngắn, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, ngàm dài 38mm, đường k",None,99-999-99-99,B-Braun
PM173R,"Kẹp phẫu tích mạch máu nội soi đơn cực Crafoord Adtec, cong, loại ngàm ngắn, hoạt động kép, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, bao gồm PM713R, PM957R, PM973",None,99-999-99-99,B-Braun
PM175R,"Kẹp phẫu tích mạch máu nội soi đơn cực Đức Bakey Adtec, cong, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, bao gồm PM716R, PM957R, PM973R",None,99-999-99-99,B-Braun
PM176R,"Kẹp phẫu tích mạch máu nội soi đơn cực Đức Bakey Adtec, cong, hình chữ S, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, bao gồm PM717R, PM957R, PM973R",None,99-999-99-99,B-Braun
PM177R,"Kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Satinsky Adtec, gập góc, loại ngàm dài, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, đường kính 10mm, ngàm d",None,99-999-99-99,B-Braun
PM178R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực Satinsky Adtec, cong, loại ngàm dài, hoạt động kép, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, bao gồm PM719R, PM957R, P",None,99-999-99-99,B-Braun
PM400R,"Kéo Phẫu thuật Nội soi Adtec Metzenbaum, lưỡng cực, đầu cong trái, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM401R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec hoàn chỉnh, cong, hoạt động đôi, dài 310mm, đường kính 5mm, bao gồm PM431R, PM450R, PM973R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM402R,"Kẹp phẫu tích nội soi lưỡng cực Adtec Biopolar hoàn chỉnh, thẳng, hoạt động đôi, dài 310mm, đường kính 5mm, bao gồm PM432R, PM450R, PM973R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM403R,"Kẹp phẫu tích nội soi lưỡng cực Adtec Biopolar hoàn chỉnh, thẳng, hoạt động đôi, dài 310mm, đường kính 5mm, bao gồm PM433R, PM450R, PM973R",None,99-999-99-99,B-Braun
PM404R,None,BIPOLAR METZENBAUM SCISSORS5MM420MM,99-999-99-99,B-Braun
PM405R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec Biopolar hoàn chỉnh, cong, hoạt động đôi, dài 420mm, đường kính 5mm, bao gồm PM435R, PM450R, PM981R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM406R,"Kẹp phẫu tích nội soi lưỡng cực Adtec Biopolar hoàn chỉnh, thẳng, hoạt động đôi, dài 420mm, đường kính 5mm, bao gồm PM436R, PM450R, PM981R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM407R,None,METZENBAUM SCISSORS 14MM 5/310MM HF CON.,99-999-99-99,B-Braun
PM408R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec hoàn chỉnh, cong, ngàm khuyết, hoạt động đôi, dài 310mm, đường kính 5mm, . Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM409R,"Kéo phẫu tích nội soi lưỡng cực Metzenbaum Adtec hoàn chỉnh, cong, có thể tháo rời, ngàm khuyết, có thể xoay, cách điện, hoạt động đôi, dài 220mm, đường kính 5mm, bao gồ",None,99-999-99-99,B-Braun
PM410R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec hoàn chỉnh, cong, hoạt động đôi, dài 220mm, đường kính 5mm, bao gồm PM440R, PM450R, PM970R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM412R,"Kẹp phẫu tích nội soi lưỡng cực Adtec hoàn chỉnh, thẳng, hoạt động đôi, dài 220mm, đường kính 5mm, bao gồm PM442R, PM450R, PM970R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM413R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec hoàn chỉnh, cong, ngàm khuyết, hoạt động đôi, dài 220mm, đường kính 5mm, bao gồm PM443R, PM450R, PM970R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM414R,None,METZENBAUM SCISSORS 14MM 5/220MM HF CON.,99-999-99-99,B-Braun
